Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""07-Directory/Connections/input_lastName""))",Chrome 113.0.0.0,,,2023-05-23 11:46:57,2023-05-23 11:46:58,0.554s,PASSED
"click(findTestObject(""07-Directory/Connections/input_Type_email""))",Chrome 113.0.0.0,,,2023-05-23 11:46:58,2023-05-23 11:46:59,0.574s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-23 11:46:59,2023-05-23 11:47:02,3.017s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/div_First Name Field is required""))",Chrome 113.0.0.0,,,2023-05-23 11:47:02,2023-05-23 11:47:03,1.190s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/div_Last Name Field is required""))",Chrome 113.0.0.0,,,2023-05-23 11:47:03,2023-05-23 11:47:03,0.464s,PASSED
"verifyElementNotClickable(findTestObject(""07-Directory/Connections/button_Create""))",Chrome 113.0.0.0,,,2023-05-23 11:47:03,2023-05-23 11:47:04,0.897s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-23 11:47:04,2023-05-23 11:47:07,3.014s,PASSED
,,,,,,,
Test Cases/07-Directory/02 -Connections - Add New Contact (Fill out required field),Chrome 113.0.0.0,,,2023-05-23 11:47:07,2023-05-23 11:47:17,9.916s,PASSED
"setText(findTestObject(""07-Directory/Connections/input_firstName""), first_name1)",Chrome 113.0.0.0,,,2023-05-23 11:47:08,2023-05-23 11:47:09,1.048s,PASSED
"setText(findTestObject(""07-Directory/Connections/input_lastName""), last_name2)",Chrome 113.0.0.0,,,2023-05-23 11:47:09,2023-05-23 11:47:10,1.188s,PASSED
"setText(findTestObject(""07-Directory/Connections/input_Type_email""), email_for_Auto2)",Chrome 113.0.0.0,,,2023-05-23 11:47:10,2023-05-23 11:47:12,1.621s,PASSED
"click(findTestObject(""07-Directory/Connections/input_Type_phone""))",Chrome 113.0.0.0,,,2023-05-23 11:47:12,2023-05-23 11:47:13,1.556s,PASSED
"click(findTestObject(""07-Directory/Connections/button_area code""))",Chrome 113.0.0.0,,,2023-05-23 11:47:13,2023-05-23 11:47:14,1.113s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-23 11:47:14,2023-05-23 11:47:17,3.010s,PASSED
,,,,,,,
Test Cases/07-Directory/03 -Connections - Add New Contact (add phone number),Chrome 113.0.0.0,,,2023-05-23 11:47:17,2023-05-23 11:47:26,9.125s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/area code modal""))",Chrome 113.0.0.0,,,2023-05-23 11:47:18,2023-05-23 11:47:18,0.413s,PASSED
"click(findTestObject(""07-Directory/Connections/button_Australia""))",Chrome 113.0.0.0,,,2023-05-23 11:47:18,2023-05-23 11:47:19,0.793s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-23 11:47:19,2023-05-23 11:47:22,3.017s,PASSED
"setText(findTestObject(""07-Directory/Connections/input_Type_phone""), ""488827341"")",Chrome 113.0.0.0,,,2023-05-23 11:47:22,2023-05-23 11:47:23,1.430s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-23 11:47:23,2023-05-23 11:47:26,3.009s,PASSED
,,,,,,,
Test Cases/07-Directory/04 -Connections - Add New Contact (address required fields blank),Chrome 113.0.0.0,,,2023-05-23 11:47:27,2023-05-23 11:48:00,33.273s,PASSED
"scrollToElement(findTestObject(""07-Directory/Connections/button_add_address""), 0)",Chrome 113.0.0.0,,,2023-05-23 11:47:27,2023-05-23 11:47:28,0.657s,PASSED
"click(findTestObject(""07-Directory/Connections/button_add_address""))",Chrome 113.0.0.0,,,2023-05-23 11:47:28,2023-05-23 11:47:28,0.636s,PASSED
"click(findTestObject(""07-Directory/Connections/button_add_address""))",Chrome 113.0.0.0,,,2023-05-23 11:47:28,2023-05-23 11:47:30,1.471s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/Edit address modal""))",Chrome 113.0.0.0,,,2023-05-23 11:47:30,2023-05-23 11:47:33,2.946s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-23 11:47:33,2023-05-23 11:47:36,3.009s,PASSED
"click(findTestObject(""07-Directory/Connections/input_Edit Address_street1""))",Chrome 113.0.0.0,,,2023-05-23 11:47:36,2023-05-23 11:47:36,0.533s,PASSED
"click(findTestObject(""07-Directory/Connections/input_Street 1_street2""))",Chrome 113.0.0.0,,,2023-05-23 11:47:36,2023-05-23 11:47:37,0.613s,PASSED
"click(findTestObject(""07-Directory/Connections/input_Street 2_postcode""))",Chrome 113.0.0.0,,,2023-05-23 11:47:37,2023-05-23 11:47:37,0.544s,PASSED
"click(findTestObject(""07-Directory/Connections/input_Zip  Postal Code_city""))",Chrome 113.0.0.0,,,2023-05-23 11:47:37,2023-05-23 11:47:38,0.658s,PASSED
"click(findTestObject(""07-Directory/Connections/input_City_state""))",Chrome 113.0.0.0,,,2023-05-23 11:47:38,2023-05-23 11:47:39,0.563s,PASSED
"click(findTestObject(""07-Directory/Connections/input_State_country""))",Chrome 113.0.0.0,,,2023-05-23 11:47:39,2023-05-23 11:47:39,0.780s,PASSED
"doubleClick(findTestObject(""07-Directory/Connections/input_Edit Address_street1""), STOP_ON_FAILURE)",Chrome 113.0.0.0,,,2023-05-23 11:47:39,2023-05-23 11:47:41,1.727s,PASSED
"scrollToElement(findTestObject(""07-Directory/Connections/input_Country_addressLabel""), 0)",Chrome 113.0.0.0,,,2023-05-23 11:47:41,2023-05-23 11:47:43,1.628s,PASSED
"click(findTestObject(""07-Directory/Connections/input_Country_addressLabel""))",Chrome 113.0.0.0,,,2023-05-23 11:47:43,2023-05-23 11:47:43,0.505s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-23 11:47:43,2023-05-23 11:47:46,3.014s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/span_Work""))",Chrome 113.0.0.0,,,2023-05-23 11:47:46,2023-05-23 11:47:47,0.460s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/span_Personal""))",Chrome 113.0.0.0,,,2023-05-23 11:47:47,2023-05-23 11:47:47,0.434s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/span_Other""))",Chrome 113.0.0.0,,,2023-05-23 11:47:47,2023-05-23 11:47:48,0.439s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-23 11:47:48,2023-05-23 11:47:51,3.007s,PASSED
"click(findTestObject(""07-Directory/Connections/h4_Edit Address""))",Chrome 113.0.0.0,,,2023-05-23 11:47:51,2023-05-23 11:47:51,0.555s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-23 11:47:51,2023-05-23 11:47:54,3.006s,PASSED
"scrollToElement(findTestObject(""07-Directory/Connections/street 1 error""), 0)",Chrome 113.0.0.0,,,2023-05-23 11:47:54,2023-05-23 11:47:55,0.374s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/street 1 error""))",Chrome 113.0.0.0,,,2023-05-23 11:47:55,2023-05-23 11:47:55,0.414s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/post code error""))",Chrome 113.0.0.0,,,2023-05-23 11:47:55,2023-05-23 11:47:55,0.451s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/city error""))",Chrome 113.0.0.0,,,2023-05-23 11:47:55,2023-05-23 11:47:56,0.425s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/state error""))",Chrome 113.0.0.0,,,2023-05-23 11:47:56,2023-05-23 11:47:57,0.912s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-23 11:47:57,2023-05-23 11:48:00,3.014s,PASSED
,,,,,,,
Test Cases/07-Directory/05 -Connections - Add New Contact (add address successfully and add new contact successfully),Chrome 113.0.0.0,,,2023-05-23 11:48:00,2023-05-23 11:48:20,20.681s,PASSED
"setText(findTestObject(""07-Directory/Connections/input_Edit Address_street1""), ""Auto street 1"")",Chrome 113.0.0.0,,,2023-05-23 11:48:00,2023-05-23 11:48:02,1.356s,PASSED
"setText(findTestObject(""07-Directory/Connections/input_Street 1_street2""), ""Auto street 2"")",Chrome 113.0.0.0,,,2023-05-23 11:48:02,2023-05-23 11:48:03,1.677s,PASSED
"setText(findTestObject(""07-Directory/Connections/input_Street 2_postcode""), ""54321"")",Chrome 113.0.0.0,,,2023-05-23 11:48:03,2023-05-23 11:48:04,1.081s,PASSED
"setText(findTestObject(""07-Directory/Connections/input_Zip  Postal Code_city""), ""Auto city"")",Chrome 113.0.0.0,,,2023-05-23 11:48:04,2023-05-23 11:48:05,1.044s,PASSED
"setText(findTestObject(""07-Directory/Connections/input_City_state""), ""Auto state"")",Chrome 113.0.0.0,,,2023-05-23 11:48:05,2023-05-23 11:48:07,1.120s,PASSED
"click(findTestObject(""07-Directory/Connections/input_State_country""), STOP_ON_FAILURE)",Chrome 113.0.0.0,,,2023-05-23 11:48:07,2023-05-23 11:48:07,0.642s,PASSED
"click(findTestObject(""07-Directory/Connections/option_united states""), STOP_ON_FAILURE)",Chrome 113.0.0.0,,,2023-05-23 11:48:07,2023-05-23 11:48:08,0.805s,PASSED
"scrollToElement(findTestObject(""07-Directory/Connections/input_Country_addressLabel""), 0)",Chrome 113.0.0.0,,,2023-05-23 11:48:08,2023-05-23 11:48:09,0.612s,PASSED
"click(findTestObject(""07-Directory/Connections/input_Country_addressLabel""), STOP_ON_FAILURE)",Chrome 113.0.0.0,,,2023-05-23 11:48:09,2023-05-23 11:48:09,0.443s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-23 11:48:09,2023-05-23 11:48:12,3.006s,PASSED
"click(findTestObject(""07-Directory/Connections/span_Work""))",Chrome 113.0.0.0,,,2023-05-23 11:48:12,2023-05-23 11:48:13,0.657s,PASSED
"click(findTestObject(""07-Directory/Connections/address_Save""))",Chrome 113.0.0.0,,,2023-05-23 11:48:13,2023-05-23 11:48:13,0.572s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-23 11:48:13,2023-05-23 11:48:16,3.012s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/added address""))",Chrome 113.0.0.0,,,2023-05-23 11:48:16,2023-05-23 11:48:17,0.389s,PASSED
"click(findTestObject(""07-Directory/Connections/button_Create""))",Chrome 113.0.0.0,,,2023-05-23 11:48:17,2023-05-23 11:48:17,0.431s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-23 11:48:17,2023-05-23 11:48:20,3.016s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/div_added user""))",Chrome 113.0.0.0,,,2023-05-23 11:48:20,2023-05-23 11:48:20,0.361s,PASSED
,,,,,,,
Test Cases/07-Directory/06- Connections - Invite contact as new user,Chrome 113.0.0.0,,,2023-05-23 11:48:21,2023-05-23 11:48:46,25.909s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-23 11:48:21,2023-05-23 11:48:24,3.007s,PASSED
"click(findTestObject(""07-Directory/Connections/div_added user""))",Chrome 113.0.0.0,,,2023-05-23 11:48:24,2023-05-23 11:48:25,0.885s,PASSED
"click(findTestObject(""07-Directory/Connections/zContact Profile/button_invite""))",Chrome 113.0.0.0,,,2023-05-23 11:48:25,2023-05-23 11:48:26,1.408s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-23 11:48:26,2023-05-23 11:48:29,3.012s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/zContact Profile/Invite new user modal""))",Chrome 113.0.0.0,,,2023-05-23 11:48:29,2023-05-23 11:48:30,0.397s,PASSED
"verifyElementNotClickable(findTestObject(""07-Directory/Connections/zContact Profile/button_Send Invitation""))",Chrome 113.0.0.0,,,2023-05-23 11:48:30,2023-05-23 11:48:30,0.384s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-23 11:48:30,2023-05-23 11:48:33,3.001s,PASSED
"click(findTestObject(""07-Directory/Connections/zContact Profile/Role""))",Chrome 113.0.0.0,,,2023-05-23 11:48:33,2023-05-23 11:48:33,0.426s,PASSED
"clickOffset(findTestObject(""07-Directory/Connections/zContact Profile/h4_Invite New User""), 100, 100)",Chrome 113.0.0.0,,,2023-05-23 11:48:33,2023-05-23 11:48:34,0.824s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/zContact Profile/Select a role error""))",Chrome 113.0.0.0,,,2023-05-23 11:48:34,2023-05-23 11:48:35,0.627s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-23 11:48:35,2023-05-23 11:48:38,3.032s,PASSED
"click(findTestObject(""07-Directory/Connections/zContact Profile/Role""))",Chrome 113.0.0.0,,,2023-05-23 11:48:38,2023-05-23 11:48:38,0.471s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/zContact Profile/span_Client""))",Chrome 113.0.0.0,,,2023-05-23 11:48:38,2023-05-23 11:48:39,0.665s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/zContact Profile/span_CoWorker""))",Chrome 113.0.0.0,,,2023-05-23 11:48:39,2023-05-23 11:48:39,0.363s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/zContact Profile/span_External Contact""))",Chrome 113.0.0.0,,,2023-05-23 11:48:39,2023-05-23 11:48:40,0.377s,PASSED
"click(findTestObject(""07-Directory/Connections/zContact Profile/span_CoWorker""))",Chrome 113.0.0.0,,,2023-05-23 11:48:40,2023-05-23 11:48:40,0.479s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-23 11:48:40,2023-05-23 11:48:43,3.006s,PASSED
"click(findTestObject(""07-Directory/Connections/zContact Profile/button_Send Invitation""))",Chrome 113.0.0.0,,,2023-05-23 11:48:43,2023-05-23 11:48:44,0.535s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/zContact Profile/Successfully invited user""))",Chrome 113.0.0.0,,,2023-05-23 11:48:44,2023-05-23 11:48:46,2.550s,PASSED
,,,,,,,
Test Cases/07-Directory/07-Connections - Delete invitation,Chrome 113.0.0.0,,,2023-05-23 11:48:46,2023-05-23 11:49:14,27.217s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-23 11:48:47,2023-05-23 11:48:50,3.011s,PASSED
"click(findTestObject(""07-Directory/Connections/button_delete invitation""))",Chrome 113.0.0.0,,,2023-05-23 11:48:50,2023-05-23 11:48:50,0.588s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/mat-dialog-container_deleteInvitationConfirmationModal""))",Chrome 113.0.0.0,,,2023-05-23 11:48:50,2023-05-23 11:48:52,1.425s,PASSED
delay(delay_2seconds),Chrome 113.0.0.0,,,2023-05-23 11:48:52,2023-05-23 11:48:54,2.008s,PASSED
"click(findTestObject(""07-Directory/Connections/button_Cancel""))",Chrome 113.0.0.0,,,2023-05-23 11:48:54,2023-05-23 11:48:54,0.446s,PASSED
delay(delay_2seconds),Chrome 113.0.0.0,,,2023-05-23 11:48:54,2023-05-23 11:48:56,2.018s,PASSED
"click(findTestObject(""07-Directory/Connections/button_delete invitation""))",Chrome 113.0.0.0,,,2023-05-23 11:48:56,2023-05-23 11:48:57,0.428s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/mat-dialog-container_deleteInvitationConfirmationModal""))",Chrome 113.0.0.0,,,2023-05-23 11:48:57,2023-05-23 11:48:58,0.957s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-23 11:48:58,2023-05-23 11:49:01,3.017s,PASSED
"click(findTestObject(""07-Directory/Connections/button_Confirm""))",Chrome 113.0.0.0,,,2023-05-23 11:49:01,2023-05-23 11:49:01,0.465s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/snack-bar-container_Successfully delete invitation requestOK""))",Chrome 113.0.0.0,,,2023-05-23 11:49:01,2023-05-23 11:49:04,2.782s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-23 11:49:04,2023-05-23 11:49:07,3.010s,PASSED
"click(findTestObject(""07-Directory/Connections/zContact Profile/button_invite""))",Chrome 113.0.0.0,,,2023-05-23 11:49:07,2023-05-23 11:49:08,0.948s,PASSED
"click(findTestObject(""07-Directory/Connections/zContact Profile/Role""))",Chrome 113.0.0.0,,,2023-05-23 11:49:08,2023-05-23 11:49:09,1.218s,PASSED
"click(findTestObject(""07-Directory/Connections/zContact Profile/span_CoWorker""))",Chrome 113.0.0.0,,,2023-05-23 11:49:09,2023-05-23 11:49:10,0.756s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-23 11:49:10,2023-05-23 11:49:13,3.012s,PASSED
"click(findTestObject(""07-Directory/Connections/zContact Profile/button_Send Invitation""))",Chrome 113.0.0.0,,,2023-05-23 11:49:13,2023-05-23 11:49:14,0.767s,PASSED
,,,,,,,
Test Cases/07-Directory/08-Connections - Resend invitation,Chrome 113.0.0.0,,,2023-05-23 11:49:14,2023-05-23 11:49:32,18.544s,PASSED
"click(findTestObject(""07-Directory/Connections/button_resendInvitation""))",Chrome 113.0.0.0,,,2023-05-23 11:49:14,2023-05-23 11:49:16,1.899s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/mat-dialog-container_resendInivationConfirmationModal""))",Chrome 113.0.0.0,,,2023-05-23 11:49:16,2023-05-23 11:49:17,0.985s,PASSED
delay(delay_2seconds),Chrome 113.0.0.0,,,2023-05-23 11:49:17,2023-05-23 11:49:19,2.005s,PASSED
"click(findTestObject(""07-Directory/Connections/button_Cancel""))",Chrome 113.0.0.0,,,2023-05-23 11:49:19,2023-05-23 11:49:19,0.402s,PASSED
delay(delay_2seconds),Chrome 113.0.0.0,,,2023-05-23 11:49:19,2023-05-23 11:49:21,2.004s,PASSED
"click(findTestObject(""07-Directory/Connections/button_resendInvitation""))",Chrome 113.0.0.0,,,2023-05-23 11:49:21,2023-05-23 11:49:23,1.438s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/mat-dialog-container_resendInivationConfirmationModal""))",Chrome 113.0.0.0,,,2023-05-23 11:49:23,2023-05-23 11:49:24,0.847s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-23 11:49:24,2023-05-23 11:49:27,3.013s,PASSED
"click(findTestObject(""07-Directory/Connections/button_Confirm""))",Chrome 113.0.0.0,,,2023-05-23 11:49:27,2023-05-23 11:49:27,0.391s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/simple-snack-bar_Successfully resent emailOK""))",Chrome 113.0.0.0,,,2023-05-23 11:49:27,2023-05-23 11:49:29,2.170s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-23 11:49:29,2023-05-23 11:49:32,3.006s,PASSED
,,,,,,,
Test Cases/07-Directory/09- Connections - Edit Profile,Chrome 113.0.0.0,,,2023-05-23 11:49:32,2023-05-23 11:49:47,15.194s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-23 11:49:33,2023-05-23 11:49:36,3.011s,PASSED
"click(findTestObject(""07-Directory/Connections/div_added user""))",Chrome 113.0.0.0,,,2023-05-23 11:49:36,2023-05-23 11:49:36,0.487s,PASSED
"click(findTestObject(""07-Directory/Connections/zContact Profile/button_edit profile""))",Chrome 113.0.0.0,,,2023-05-23 11:49:36,2023-05-23 11:49:37,1.312s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/zContact Profile/connection profile modal""))",Chrome 113.0.0.0,,,2023-05-23 11:49:37,2023-05-23 11:49:38,0.996s,PASSED
delay(delay_2seconds),Chrome 113.0.0.0,,,2023-05-23 11:49:38,2023-05-23 11:49:40,2.030s,PASSED
"setText(findTestObject(""07-Directory/Connections/zContact Profile/input_firstName""), ""GGedit"")",Chrome 113.0.0.0,,,2023-05-23 11:49:40,2023-05-23 11:49:42,1.664s,PASSED
"setText(findTestObject(""07-Directory/Connections/zContact Profile/input_lastName""), ""Autoedit"")",Chrome 113.0.0.0,,,2023-05-23 11:49:42,2023-05-23 11:49:44,1.428s,PASSED
"scrollToElement(findTestObject(""07-Directory/Connections/zContact Profile/notes""), 0)",Chrome 113.0.0.0,,,2023-05-23 11:49:44,2023-05-23 11:49:44,0.499s,PASSED
"setText(findTestObject(""07-Directory/Connections/zContact Profile/notes""), notes)",Chrome 113.0.0.0,,,2023-05-23 11:49:44,2023-05-23 11:49:45,1.018s,PASSED
"scrollToElement(findTestObject(""07-Directory/Connections/zContact Profile/button_save changes""), 0)",Chrome 113.0.0.0,,,2023-05-23 11:49:45,2023-05-23 11:49:46,0.519s,PASSED
"click(findTestObject(""07-Directory/Connections/zContact Profile/button_save changes""))",Chrome 113.0.0.0,,,2023-05-23 11:49:46,2023-05-23 11:49:46,0.826s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/zContact Profile/success msg""))",Chrome 113.0.0.0,,,2023-05-23 11:49:46,2023-05-23 11:49:47,1.049s,PASSED
,,,,,,,
Test Cases/07-Directory/10- Connections- delete,Chrome 113.0.0.0,,,2023-05-23 11:49:47,2023-05-23 11:49:57,9.240s,PASSED
delay(delay_2seconds),Chrome 113.0.0.0,,,2023-05-23 11:49:48,2023-05-23 11:49:50,2.012s,PASSED
"click(findTestObject(""07-Directory/Connections/zContact Profile/GG edited""))",Chrome 113.0.0.0,,,2023-05-23 11:49:50,2023-05-23 11:49:50,0.418s,PASSED
"click(findTestObject(""07-Directory/Connections/zContact Profile/button_delete""))",Chrome 113.0.0.0,,,2023-05-23 11:49:50,2023-05-23 11:49:51,1.031s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/zContact Profile/delete modal""))",Chrome 113.0.0.0,,,2023-05-23 11:49:51,2023-05-23 11:49:53,1.419s,PASSED
"click(findTestObject(""07-Directory/Connections/zContact Profile/button_Deletemsg""))",Chrome 113.0.0.0,,,2023-05-23 11:49:53,2023-05-23 11:49:53,0.424s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Connections/zContact Profile/success delete msg""))",Chrome 113.0.0.0,,,2023-05-23 11:49:53,2023-05-23 11:49:55,1.599s,PASSED
delay(delay_2seconds),Chrome 113.0.0.0,,,2023-05-23 11:49:55,2023-05-23 11:49:57,2.009s,PASSED
,,,,,,,
Test Cases/07-Directory/11 - Add new label,Chrome 113.0.0.0,,,2023-05-23 11:49:57,2023-05-23 11:50:21,23.935s,PASSED
delay(delay_2seconds),Chrome 113.0.0.0,,,2023-05-23 11:49:57,2023-05-23 11:49:59,2.012s,PASSED
"click(findTestObject(""07-Directory/Connections/div_Labels""))",Chrome 113.0.0.0,,,2023-05-23 11:49:59,2023-05-23 11:50:00,0.834s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-23 11:50:00,2023-05-23 11:50:03,3.012s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Labels/Labels page""))",Chrome 113.0.0.0,,,2023-05-23 11:50:03,2023-05-23 11:50:03,0.361s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Labels/h4_LABELS""))",Chrome 113.0.0.0,,,2023-05-23 11:50:03,2023-05-23 11:50:04,0.366s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-23 11:50:04,2023-05-23 11:50:07,3.017s,PASSED
"click(findTestObject(""07-Directory/Labels/plus_add label""))",Chrome 113.0.0.0,,,2023-05-23 11:50:07,2023-05-23 11:50:07,0.442s,PASSED
"verifyElementVisible(findTestObject(""07-Directory/Labels/add new label modal""))",Chrome 113.0.0.0,,,2023-05-23 11:50:07,2023-05-23 11:50:08,0.973s,PASSED
delay(delay_3seconds),Chrome 113.0.0.0,,,2023-05-23 11:50:08,2023-05-23 11:50:11,3.002s,PASSED
